from_id,to_id,isInfluential,intents,contexts
93565fe6db3948c9c414af1d1edccf4aff5e2e10,5e2bceb56f116e98baf7e418208057bc0e1c1861,True,"background,methodology","Therefore, the visual encoder is better at segmenting common objects while worse at recognizing general visual concepts [5].,In contrast, ConceptFusion integrates pre-trained CLIP features into the map without fine-tuning, enabling it to recognize general concepts including regions, and thus the indexing results are improved.,Most related to our work are approaches like VLMaps [2], NLMap [41], and ConceptFusion [5], all of which combine pre-trained visual-language models with a 3D reconstruction of the scene, enabling landmark indexing with natural language and downstream language-based planning tasks.,While recent advances in training modality-specific foundations models have spurred map representations that integrate pre-trained visual-language features for improved scene understanding [2], [3], [4], [5], how to best spatially anchor additional sensing modalities, such as audio signals, in ways that enable effective data-efficient cross-modal reasoning for downstream robotics tasks, remains a relatively open question.,Concurrent work ConceptFusion [5] demonstrates that audio can be used as queries to index locations in a visual-language map."
58d80c480014c526caed7f06e86398e34070bbc9,3d8acd09296c2963c8e71aac1205f58d631307da,True,methodology,"I) with two existing baselines for natural language-to-LTL translation: CopyNet [29], and an RNN with attention mechanism1 (denoted RNN) [6].,78 CopyNet [29] 4/5 golden 1/5 golden 88.,Other work [29] [30] improves the translators’ generalization to new domains; this is complementary to our method, which improves accuracy within a given set of domains and reduces reliance on human-labeled data.,39 CopyNet [29] synthetic full golden 36."
41531594d7e0f3b2e138ae43e0a0f6e24a9b014c,f3cf71c51b882fe3111d71c4bf104297d38197f8,True,"background,methodology","We evaluate CaP on a simulated table-top manipulation environment from [16], [18].,, semantic parsing [25], [27]–[32]), planning [14], [17], [18], and low-level policies (e.,, planning a sequence of steps from natural language instructions [16]–[18] without additional model finetuning.,Inner Monologue [18] expands LLM planning by incorporating outputs from success detectors or other visual language models and uses their feedback to re-plan.,Moreover, the natural-language planners [14], [16]–[18] are not applicable for tasks that require precise numerical spatialgeometric reasoning."
41531594d7e0f3b2e138ae43e0a0f6e24a9b014c,cb5e3f085caefd1f3d5e08637ab55d39e61234fc,True,"background,methodology","For example, Huang et al. decompose natural language commands into sequences of executable actions by text completion and semantic translation [14], while SayCan [17] generates feasible plans for robots by jointly decoding an LLM weighted by skill affordances [20] from value functions.,, semantic parsing [25], [27]–[32]), planning [14], [17], [18], and low-level policies (e.,decompose natural language commands into sequences of executable actions by text completion and semantic translation [14], while SayCan [17] generates feasible plans for robots by jointly decoding an LLM weighted by skill affordances [20] from value functions.,It also illustrates the ability to follow long-horizon reactive commands with control structures as well as precise spatial reasoning, which cannot be easily accomplished by prior works [16], [17], [36].,Language serves not only as an interface for non-experts to interact with robots [24], [25], but also as a means to compositionally scale generalization to new tasks [9], [17]."
41531594d7e0f3b2e138ae43e0a0f6e24a9b014c,ada81a4de88a6ce474df2e2446ad11fea480616e,True,"background,methodology","We evaluate CaP on a simulated table-top manipulation environment from [16], [18].,Place coke can
Socratic Models Plan [16] objects = [coke can] 1. robot.grasp(coke can) open vocab 2. robot.place_a_bit_right()
plans generated by prior works assume there exists a skill that allows the robot to move an object a bit right.,, planning a sequence of steps from natural language instructions [16]–[18] without additional model finetuning.,Socratic Models [16] uses visual language models to substitute perceptual information (in teal) into the language prompts that generate plans, and it uses language-conditioned policies e.,Meanwhile, recent progress in natural language processing shows that large language models (LLMs) pretrained on Internetscale data [11]–[13] exhibit out-of-the-box capabilities [14]–[16] that can be applied to language-using robots e.,Socratic Models [16] uses visual language models to substitute perceptual information (in teal) into the language prompts that generate plans, and it uses language-conditioned policies e.g., for grasping [36].,Moreover, the natural-language planners [14], [16]–[18] are not applicable for tasks that require precise numerical spatialgeometric reasoning.,It also illustrates the ability to follow long-horizon reactive commands with control structures as well as precise spatial reasoning, which cannot be easily accomplished by prior works [16], [17], [36].,Place coke can Socratic Models Plan [16]"
41531594d7e0f3b2e138ae43e0a0f6e24a9b014c,69ee9b3a915951cc84b74599a3a2699a66d4004f,True,"background,methodology","On unseen tasks and attributes, endto-end systems like CLIPort struggle to generalize, and CaP outperforms LLM reasoning directly with language (also observed in [20]).,We consider two baselines: (i) language-conditioned multi-task CLIPort [36] policies trained via imitation learning on 30k demonstrations, and (ii) few-shot prompted LLM planner using natural language instead of code.,With unseen task attributes, CLIPort’s performance degrades significantly, while LLM-based methods retain similar performance.,, model-based [33]–[35], imitation learning [8], [9], [36], [37], or reinforcement learning [38]–[42]).,Train/Test Task Family CLIPort [36] NL Planner CaP (ours),CaP compares competitively to the supervised CLIPort baseline on tasks with seen attributes and instructions, despite only few-shot prompted with one example rollout for each task.,It also illustrates the ability to follow long-horizon reactive commands with control structures as well as precise spatial reasoning, which cannot be easily accomplished by prior works [16], [17], [36].,, encoding spatial relationships by leaning on familiarity of third party libraries) without additional training needed in prior works [35], [36], [52]–[56], and (ii) hierarchical code-writing (inspired by recursive summarization [57]) improves state-of-the-art code generation.,LMPs can be generated hierarchically by composing known functions (e.g., get_obj_names() using perception modules) or invoking other LMPs to define undefined functions:
# define function stack_objs_in_order(obj_names). def stack_objs_in_order(obj_names):
for i in range(len(obj_names) - 1): put_first_on_second(obj_names[i + 1], obj_names[i])
where put_first_on_second is an existing open vocabulary pick and place primitive (e.g., CLIPort [36])."
0b58f4ec8cbf6f63fb65b7e3c368cf511eadecd3,1ccd73d95b5e23279929866bc15ec2983f9fa700,True,"background,methodology",", 2022] and Inner Monologue [Huang et al., 2022b] used LLMs as high-level planners in robotics setups. Because their LLM is not directly used as agent policy for low-level actions and is not grounded using its interactions with the environment, Ahn et al. [2022] had to use an external affordance function to re-rank the actions proposed by the LLM. Similarly, Yao et al. [2022] also featured a closed-loop feedback between an LLM that is the planner and an agent that is the actor but this time in a textual environment.,However, our work studies how LLMs can not only encode this instruction [Hill et al., 2020] but also be directly used as agent policies choosing actions given the observation.,, 2022] and Inner Monologue [Huang et al., 2022b] used LLMs as high-level planners in robotics setups. Because their LLM is not directly used as agent policy for low-level actions and is not grounded using its interactions with the environment, Ahn et al. [2022] had to use an external affordance function to re-rank the actions proposed by the LLM."
fc918d6f8e2523696c34fa1be5aabdb42e9648d2,c03fa01fbb9c77fe3d10609ba5f1dee33a723867,True,"methodology,background",", 2022b), or improving LLM plans through more structured output (Singh et al., 2022; Liang et al., 2022b).,Previous work has attempted to apply knowledge from LLMs to decision-making by generating action plans for executing in an embodied environment (Ichter et al., 2022; Huang et al., 2022b; Song et al., 2022b; Singh et al., 2022; Liang et al., 2022b; Huang et al., 2022a).,Recent applications of LLMs to decision-making have relied partially or entirely on prompt engineering for their action planning (Ichter et al., 2022; Song et al., 2022b; Huang et al., 2022b; Singh et al., 2022; Liang et al., 2022b).,Existing work that uses LLMs for generating action plans focuses on methods for grounding language in environment states (Ichter et al., 2022; Huang et al., 2022b; Song et al., 2022b), or improving LLM plans through more structured output (Singh et al., 2022; Liang et al., 2022b).,As with previous work (Singh et al., 2022; Liang et al., 2022b), we find that structured code output works well for extracting knowledge from LLMs."
fc918d6f8e2523696c34fa1be5aabdb42e9648d2,41531594d7e0f3b2e138ae43e0a0f6e24a9b014c,True,"methodology,background","Adapters are especially well suited for modular finetuning due to their lightweight architecture (Liang et al., 2022a).,We implement modularity for Minecraft by finetuning a pretrained transformer policy with adapters, a technique recently implemented for RL by Liang et al. (2022a) for multi-task robotic policies.,Previous work has attempted to apply knowledge from LLMs to decision-making by generating action plans for executing in an embodied environment (Ichter et al., 2022; Huang et al., 2022b; Song et al., 2022b; Singh et al., 2022; Liang et al., 2022b; Huang et al., 2022a).,Recent applications of LLMs to decision-making have relied partially or entirely on prompt engineering for their action planning (Ichter et al., 2022; Song et al., 2022b; Huang et al., 2022b; Singh et al., 2022; Liang et al., 2022b).,Existing work that uses LLMs for generating action plans focuses on methods for grounding language in environment states (Ichter et al., 2022; Huang et al., 2022b; Song et al., 2022b), or improving LLM plans through more structured output (Singh et al., 2022; Liang et al., 2022b).,As with previous work (Singh et al., 2022; Liang et al., 2022b), we find that structured code output works well for extracting knowledge from LLMs."
fc918d6f8e2523696c34fa1be5aabdb42e9648d2,f3cf71c51b882fe3111d71c4bf104297d38197f8,True,"methodology,background","Existing work that uses LLMs for generating action plans focuses on methods for grounding language in environment states (Ichter et al., 2022; Huang et al., 2022b; Song et al., 2022b), or improving LLM plans through more structured output (Singh et al., 2022; Liang et al., 2022b).,Previous work has attempted to apply knowledge from LLMs to decision-making by generating action plans for executing in an embodied environment (Ichter et al., 2022; Huang et al., 2022b; Song et al., 2022b; Singh et al., 2022; Liang et al., 2022b; Huang et al., 2022a).,Recent applications of LLMs to decision-making have relied partially or entirely on prompt engineering for their action planning (Ichter et al., 2022; Song et al., 2022b; Huang et al., 2022b; Singh et al., 2022; Liang et al., 2022b).,However, task specific textual knowledge is expensive to obtain, prompting the use of web queries (Nottingham et al., 2022) or models pretrained on general world knowledge (Dambekodi et al., 2020; Suglia et al., 2021; Ichter et al., 2022; Huang et al., 2022b; Song et al., 2022b)."
fc918d6f8e2523696c34fa1be5aabdb42e9648d2,65fc1f1c567801fee3788974e753cdbf934f07e9,True,"methodology,background","We use the video pretrained (VPT) Minecraft agent (Baker et al., 2022) as a starting point for exploration and finetuning, and we use the Minedojo implementation of the Minecraft Environment (Fan et al., 2022).,Following Baker et al. (2022), we replace the traditional entropy loss in the PPO algorithm with a KL loss between the current policy and the non-finetuned VPT policy.,We use the Video-Pretrained (VPT) Minecraft model as our starting policy (Baker et al., 2022).,Reaching a goal item is difficult without expert knowledge of Minecraft via dense rewards (Baker et al., 2022; Hafner et al., 2023) or expert demonstrations (Skrynnik et al., 2021; Patil et al., 2020), making item crafting in Minecraft a longstanding AI challenge (Guss et al., 2019; Fan et al.,…,VPT Finetuning
We finetune VPT (3x w/ behavior cloning on house contractor data) (Baker et al., 2022) with reinforcement learning (RL) using transformer adapters as described by Houlsby et al. (2019).,As with VPT (Baker et al., 2022), our subgoal policies use a pixel only observation space and a large multi-discrete action space, while our overall policy transitions between subgoals based on the agent’s current inventory.,We followed the VPT (Baker et al., 2022) observation and action spaces—128x128x3 pixel observation space and 121x8461 multi-discrete action space—with the modification of replacing the “open inventory” action with 254 discrete crafting actions."
fc918d6f8e2523696c34fa1be5aabdb42e9648d2,cb5e3f085caefd1f3d5e08637ab55d39e61234fc,True,"methodology,background","Existing work that uses LLMs for generating action plans focuses on methods for grounding language in environment states (Ichter et al., 2022; Huang et al., 2022b; Song et al., 2022b), or improving LLM plans through more structured output (Singh et al., 2022; Liang et al., 2022b).,Previous work has attempted to apply knowledge from LLMs to decision-making by generating action plans for executing in an embodied environment (Ichter et al., 2022; Huang et al., 2022b; Song et al., 2022b; Singh et al., 2022; Liang et al., 2022b; Huang et al., 2022a).,Recent applications of LLMs to decision-making have relied partially or entirely on prompt engineering for their action planning (Ichter et al., 2022; Song et al., 2022b; Huang et al., 2022b; Singh et al., 2022; Liang et al., 2022b).,However, task specific textual knowledge is expensive to obtain, prompting the use of web queries (Nottingham et al., 2022) or models pretrained on general world knowledge (Dambekodi et al., 2020; Suglia et al., 2021; Ichter et al., 2022; Huang et al., 2022b; Song et al., 2022b)."
fc918d6f8e2523696c34fa1be5aabdb42e9648d2,0af51c6a6041a439796a334f65327a992c8a3e63,True,background,", 2020) prompting many improvements to decision making conditioned on language instructions (Yu et al., 2018; Lynch & Sermanet, 2020; Nottingham et al., 2021; Suglia et al., 2021; Kuo et al., 2021; Zellers et al., 2021; Song et al., 2022a; Blukis et al., 2022).,…2018; Ku et al., 2020; Shridhar et al., 2020) prompting many improvements to decision making conditioned on language instructions (Yu et al., 2018; Lynch & Sermanet, 2020; Nottingham et al., 2021; Suglia et al., 2021; Kuo et al., 2021; Zellers et al., 2021; Song et al., 2022a; Blukis et al., 2022).,However, task specific textual knowledge is expensive to obtain, prompting the use of web queries (Nottingham et al., 2022) or models pretrained on general world knowledge (Dambekodi et al., 2020; Suglia et al., 2021; Ichter et al., 2022; Huang et al., 2022b; Song et al., 2022b).,, 2022) or models pretrained on general world knowledge (Dambekodi et al., 2020; Suglia et al., 2021; Ichter et al., 2022; Huang et al., 2022b; Song et al., 2022b)."
fc918d6f8e2523696c34fa1be5aabdb42e9648d2,2739d1e71c72f153d73fe5f62775c87b0afe0a59,True,"methodology,background","Adapters are especially well suited for modular finetuning due to their lightweight architecture (Liang et al., 2022a).,We implement modularity for Minecraft by finetuning a pretrained transformer policy with adapters, a technique recently implemented for RL by Liang et al. (2022a) for multi-task robotic policies.,Previous work has attempted to apply knowledge from LLMs to decision-making by generating action plans for executing in an embodied environment (Ichter et al., 2022; Huang et al., 2022b; Song et al., 2022b; Singh et al., 2022; Liang et al., 2022b; Huang et al., 2022a).,Recent applications of LLMs to decision-making have relied partially or entirely on prompt engineering for their action planning (Ichter et al., 2022; Song et al., 2022b; Huang et al., 2022b; Singh et al., 2022; Liang et al., 2022b).,Existing work that uses LLMs for generating action plans focuses on methods for grounding language in environment states (Ichter et al., 2022; Huang et al., 2022b; Song et al., 2022b), or improving LLM plans through more structured output (Singh et al., 2022; Liang et al., 2022b).,As with previous work (Singh et al., 2022; Liang et al., 2022b), we find that structured code output works well for extracting knowledge from LLMs."
8f84dcbad8cd3b5b4d9229c56bc95f24be859a35,15ac70d077bb735eed4a8502ce49aa7782c803fd,True,"methodology,background","To study the effectiveness of our hierarchical architecture, we benchmark against two languageconditioned baselines: HULC [10] and BC-Z [4].,More recently, end-to-end learning has been used to study the challenging problem of fusing perception, language and control [4], [27], [28], [1], [10], [9], [15], [5].,0 (HULC++), a hierarchical language-conditioned agent that integrates the task-agnostic control of HULC [10] with the object-centric semantic,to templated pick-and-place operations [6], [7] or deploying the policies in simpler simulated environments [8], [9], [10].,We model the low-level policy with a general-purpose goalreaching policy based on HULC [10] and trained with multicontext imitation learning [9].,that grounds 3D spatial interaction knowledge against HULC [10], a state-of-the-art end-to-end model that learns general skills grounded on language from play data."
8f84dcbad8cd3b5b4d9229c56bc95f24be859a35,c9bdc9ad2c3cf3230ba9aac7b5783ab411f0d204,True,methodology,"image representations [29], [6], [30] to bootstrap downstream task learning, which we also leverage in this work.,Moreover, when initializing our affordance model with pretrained weights of R3M [29], a work that aims to learn reusable representations for learning robotic skills, HULC++ sets a new state of the art with an average sequence length of 3.,Moreover, when initializing our affordance model with pretrained weights of R3M [29], a work that aims to learn reusable representations for learning robotic skills, HULC++ sets a new state of the art with an average sequence length of 3.30.,For a fair comparison, all models have the same observation and action space, and have their visual encoders for the static camera initialized with pre-trained ResNet-18 R3M features [29]."
8f84dcbad8cd3b5b4d9229c56bc95f24be859a35,8d3fddfe59a21b8245b375d33fe91e215237ddb1,True,"methodology,background","We show that by extending VAPO to learn language-conditioned affordances and combining it with a 7-DoF low-level policy that builds upon HULC, our method is capable of following multiple long-horizon manipulation tasks in a row, directly from images, while requiring an order of magnitude less data
979-8-3503-2365-8/23/$31.00 ©2023 IEEE 11576
20 23
IE EE
In te
rn at
io na
l C on
fe re
nc e
on R
ob ot
ic s a
nd A
ut om
at io
n (IC
RA ) |
9 79
-8 -3
50 3-
23 65
-8 /2
3/ $3
1.,Prior studies show that decomposing robot manipulation into semantic and spatial pathways [12], [13], [6], improves generalization, data-efficiency, and understanding of multimodal information.,Specifically, we present Hierarchical Universal Language Conditioned Policies 2.0 (HULC++), a hierarchical language-conditioned agent that integrates the task-agnostic control of HULC [10] with the object-centric semantic understanding of VAPO [13].,control of HULC [10] with the object-centric semantic understanding of VAPO [13].,work that decomposes robot manipulation into semantic and spatial pathways [12], [13], [6], we propose leveraging a self-supervised affordance model from unstructured data that guides the robot to the vicinity of actionable regions referred ""Move the sliding door to the right"" Projected end-effector position,VAPO extracts a self-supervised visual affordance model of unstructured data and not only accelerates learning, but was also shown to boost generalization of downstream control policies."
8f84dcbad8cd3b5b4d9229c56bc95f24be859a35,1d803f07e4591bd67c358eef715bcd443e821894,True,background,"To study the effectiveness of our hierarchical architecture, we benchmark against two languageconditioned baselines: HULC [10] and BC-Z [4].,Learning such sensorimotor skills and grounding them in language typically requires either a massive large-scale data collection effort [1], [2], [4], [5] with frequent human interventions, limiting the skills to templated pick-and-place operations [6], [7] or deploying the policies in simpler simulated environments [8], [9], [10].,More recently, end-to-end learning has been used to study the challenging problem of fusing perception, language and control [4], [27], [28], [1], [10], [9], [15], [5].,Additionally, this setting contains an order of magnitude less data than related approaches [4].,The BC-Z baseline, on the other hand, is trained only on the data that contains language annotation and includes the proposed auxiliary loss that predicts the language embeddings from the visual ones for better aligning the visuo-lingual skill embeddings [4].,However, in order to jointly learn language, vision, and control, it needs a large amount of robot interaction data, similar to other end-toend agents [4], [9], [15].,In the area of robot manipulation, the two extremes of the spectrum are CLIPort [6] on the one hand, and agents like GATO [5] and BC-Z [4] on the other, which range from needing a few hundred expert demonstrations for pick-and-placing objects with motion planning, to several months of data collection of expert demonstrations to learn visuomotor manipulation skills for continuous control.,We observe that the BC-Z baseline has near zero performance in most tasks, due to insufficient demonstrations."
